InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,SourceYear,IsCancelled,Year,Month,YearMonth,DayOfWeek,Hour,Revenue
505287,21898,POTTING SHED ROSE CANDLE,6,2010-04-21 11:48:00,2.95,16472.0,United Kingdom,2009-2010,False,2010,4,2010-04,Wednesday,11,17.700000000000003
491240,20983,12 PENCILS TALL TUBE RED SPOTTY,24,2009-12-10 14:50:00,0.85,13831.0,United Kingdom,2009-2010,False,2009,12,2009-12,Thursday,14,20.4
491812,21494,ROTATING LEAVES T-LIGHT HOLDER,120,2009-12-14 13:23:00,0.85,13694.0,United Kingdom,2009-2010,False,2009,12,2009-12,Monday,13,102.0
516305,21781,MA CAMPAGNE CUTLERY BOX,2,2010-07-19 13:23:00,14.95,14667.0,United Kingdom,2009-2010,False,2010,7,2010-07,Monday,13,29.9
543293,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-02-07 11:20:00,2.95,17613.0,United Kingdom,2010-2011,False,2011,2,2011-02,Monday,11,17.700000000000003
503195,22410,MONEY BOX HOUSEKEEPING DESIGN,1,2010-03-30 15:25:00,1.25,15742.0,United Kingdom,2009-2010,False,2010,3,2010-03,Tuesday,15,1.25
567819,21914,BLUE HARMONICA IN BOX ,24,2011-09-22 12:42:00,1.25,14004.0,United Kingdom,2010-2011,False,2011,9,2011-09,Thursday,12,30.0
535821,84946,ANTIQUE SILVER TEA GLASS ETCHED,24,2010-11-28 15:52:00,1.25,17707.0,United Kingdom,2009-2010,False,2010,11,2010-11,Sunday,15,30.0
493404,21506,"FANCY FONT BIRTHDAY CARD, ",1,2009-12-23 15:30:00,0.86,,United Kingdom,2009-2010,False,2009,12,2009-12,Wednesday,15,0.86
547093,22027,TEA PARTY BIRTHDAY CARD,12,2011-03-21 08:20:00,0.42,14762.0,United Kingdom,2010-2011,False,2011,3,2011-03,Monday,8,5.04
493467,82582,AREA PATROLLED METAL SIGN,6,2010-01-04 14:29:00,2.1,13004.0,United Kingdom,2009-2010,False,2010,1,2010-01,Monday,14,12.600000000000001
490022,22090,PAPER BUNTING RETRO SPOTS,6,2009-12-03 12:37:00,2.95,17581.0,United Kingdom,2009-2010,False,2009,12,2009-12,Thursday,12,17.700000000000003
578264,22983,CARD BILLBOARD FONT,12,2011-11-23 13:27:00,0.42,12748.0,United Kingdom,2010-2011,False,2011,11,2011-11,Wednesday,13,5.04
490957,21985,PACK OF 12 HEARTS DESIGN TISSUES ,48,2009-12-08 15:12:00,0.29,15823.0,United Kingdom,2009-2010,False,2009,12,2009-12,Tuesday,15,13.919999999999998
550987,20981,12 PENCILS TALL TUBE WOODLAND,1,2011-04-21 18:10:00,1.63,,United Kingdom,2010-2011,False,2011,4,2011-04,Thursday,18,1.63
541424,84356,POMPOM CURTAIN,1,2011-01-17 17:57:00,5.79,,United Kingdom,2010-2011,False,2011,1,2011-01,Monday,17,5.79
541227,22221,CAKE STAND LOVEBIRD 2 TIER PINK,12,2011-01-14 15:29:00,8.5,16839.0,United Kingdom,2010-2011,False,2011,1,2011-01,Friday,15,102.0
490966,21796,SET OF 3 RED STRIPE BASKETS,3,2009-12-08 16:20:00,12.75,17178.0,United Kingdom,2009-2010,False,2009,12,2009-12,Tuesday,16,38.25
555321,21866,UNION JACK FLAG LUGGAGE TAG,8,2011-06-02 11:01:00,3.29,,United Kingdom,2010-2011,False,2011,6,2011-06,Thursday,11,26.32
577078,23100,SILVER BELLS TABLE DECORATION,1,2011-11-17 15:17:00,2.46,,United Kingdom,2010-2011,False,2011,11,2011-11,Thursday,15,2.46
576617,22130,PARTY CONE CHRISTMAS DECORATION ,6,2011-11-15 16:57:00,1.38,,United Kingdom,2010-2011,False,2011,11,2011-11,Tuesday,16,8.28
530268,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,2010-11-02 11:47:00,3.95,17121.0,United Kingdom,2009-2010,False,2010,11,2010-11,Tuesday,11,31.6
525408,21231,SWEETHEART CERAMIC TRINKET BOX,12,2010-10-05 12:25:00,1.25,15240.0,United Kingdom,2009-2010,False,2010,10,2010-10,Tuesday,12,15.0
579512,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,1,2011-11-29 16:47:00,4.96,,United Kingdom,2010-2011,False,2011,11,2011-11,Tuesday,16,4.96
547772,22951,60 CAKE CASES DOLLY GIRL DESIGN,1,2011-03-25 11:34:00,0.55,17979.0,United Kingdom,2010-2011,False,2011,3,2011-03,Friday,11,0.55
568197,85099B,JUMBO BAG RED RETROSPOT,10,2011-09-25 14:52:00,2.08,16746.0,United Kingdom,2010-2011,False,2011,9,2011-09,Sunday,14,20.8
533996,21668,RED STRIPE CERAMIC DRAWER KNOB,12,2010-11-19 14:14:00,1.25,17865.0,United Kingdom,2009-2010,False,2010,11,2010-11,Friday,14,15.0
494473,21279,VINTAGE KITCHEN PRINT FRUITS,6,2010-01-14 14:53:00,2.55,17508.0,Greece,2009-2010,False,2010,1,2010-01,Thursday,14,15.299999999999999
549744,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-04-12 10:30:00,2.95,15240.0,United Kingdom,2010-2011,False,2011,4,2011-04,Tuesday,10,17.700000000000003
537240,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,2010-12-06 10:08:00,2.51,,United Kingdom,2010-2011,False,2010,12,2010-12,Monday,10,2.51
549451,22712,CARD DOLLY GIRL ,12,2011-04-08 14:14:00,0.42,16556.0,United Kingdom,2010-2011,False,2011,4,2011-04,Friday,14,5.04
497791,84581,DOG TOY WITH PINK CROCHET SKIRT,1,2010-02-12 12:21:00,3.75,16713.0,United Kingdom,2009-2010,False,2010,2,2010-02,Friday,12,3.75
579141,23084,RABBIT NIGHT LIGHT,1,2011-11-28 13:06:00,2.08,17019.0,United Kingdom,2010-2011,False,2011,11,2011-11,Monday,13,2.08
544068,20677,PINK POLKADOT BOWL,2,2011-02-15 14:08:00,1.25,16431.0,United Kingdom,2010-2011,False,2011,2,2011-02,Tuesday,14,2.5
558454,84997D,CHILDRENS CUTLERY POLKADOT PINK,8,2011-06-29 13:58:00,4.15,17063.0,United Kingdom,2010-2011,False,2011,6,2011-06,Wednesday,13,33.2
527444,22746,POPPY'S PLAYHOUSE LIVINGROOM ,1,2010-10-18 09:28:00,4.21,,United Kingdom,2009-2010,False,2010,10,2010-10,Monday,9,4.21
498573,20712,JUMBO BAG WOODLAND ANIMALS,1,2010-02-21 13:16:00,1.95,14606.0,United Kingdom,2009-2010,False,2010,2,2010-02,Sunday,13,1.95
522116,21143,ANTIQUE GLASS HEART DECORATION ,5,2010-09-12 16:08:00,1.95,17921.0,United Kingdom,2009-2010,False,2010,9,2010-09,Sunday,16,9.75
490320,85166B,BLACK METAL BAROQUE PHOTO FRAME,30,2009-12-04 15:26:00,1.25,13694.0,United Kingdom,2009-2010,False,2009,12,2009-12,Friday,15,37.5
528111,22737,RIBBON REEL CHRISTMAS PRESENT ,5,2010-10-20 14:10:00,1.65,16702.0,United Kingdom,2009-2010,False,2010,10,2010-10,Wednesday,14,8.25
562341,22629,SPACEBOY LUNCH BOX ,2,2011-08-04 12:13:00,1.95,15005.0,United Kingdom,2010-2011,False,2011,8,2011-08,Thursday,12,3.9
565399,37489C,GREEN/BLUE FLOWER DESIGN BIG MUG,2,2011-09-02 16:53:00,0.39,12748.0,United Kingdom,2010-2011,False,2011,9,2011-09,Friday,16,0.78
546667,22728,ALARM CLOCK BAKELIKE PINK,4,2011-03-15 15:31:00,3.75,14735.0,United Kingdom,2010-2011,False,2011,3,2011-03,Tuesday,15,15.0
503170,21166,COOK WITH WINE METAL SIGN ,1,2010-03-30 13:35:00,1.95,17217.0,United Kingdom,2009-2010,False,2010,3,2010-03,Tuesday,13,1.95
526335,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2010-10-11 12:12:00,0.85,14824.0,United Kingdom,2009-2010,False,2010,10,2010-10,Monday,12,10.2
549014,22087,PAPER BUNTING WHITE LACE,2,2011-04-05 15:00:00,2.95,17841.0,United Kingdom,2010-2011,False,2011,4,2011-04,Tuesday,15,5.9
556826,21931,JUMBO STORAGE BAG SUKI,10,2011-06-15 10:25:00,4.13,,United Kingdom,2010-2011,False,2011,6,2011-06,Wednesday,10,41.3
510497,22179,SET 10 LIGHTS NIGHT OWL,2,2010-06-01 12:39:00,6.75,18223.0,United Kingdom,2009-2010,False,2010,6,2010-06,Tuesday,12,13.5
539453,20713,JUMBO BAG OWLS,1,2010-12-17 17:08:00,4.21,,United Kingdom,2010-2011,False,2010,12,2010-12,Friday,17,4.21
520538,21204,DAISIES  HONEYCOMB GARLAND ,12,2010-08-26 15:54:00,1.65,17730.0,United Kingdom,2009-2010,False,2010,8,2010-08,Thursday,15,19.799999999999997
491683,21491,SET OF THREE VINTAGE GIFT WRAPS,2,2009-12-13 12:36:00,1.95,17539.0,United Kingdom,2009-2010,False,2009,12,2009-12,Sunday,12,3.9
556080,22730,ALARM CLOCK BAKELIKE IVORY,1,2011-06-08 15:21:00,8.29,,United Kingdom,2010-2011,False,2011,6,2011-06,Wednesday,15,8.29
527908,20856,DENIM PATCH PURSE PINK BUTTERFLY,5,2010-10-19 12:48:00,1.65,13975.0,United Kingdom,2009-2010,False,2010,10,2010-10,Tuesday,12,8.25
516174,21716,BOYS VINTAGE TIN SEASIDE BUCKET,8,2010-07-18 13:54:00,2.55,15633.0,United Kingdom,2009-2010,False,2010,7,2010-07,Sunday,13,20.4
501552,85141,JARDIN ETCHED GLASS FRUITBOWL,2,2010-03-17 15:37:00,10.75,14249.0,United Kingdom,2009-2010,False,2010,3,2010-03,Wednesday,15,21.5
518553,84050,PINK HEART SHAPE EGG FRYING PAN,12,2010-08-10 08:49:00,1.65,16279.0,United Kingdom,2009-2010,False,2010,8,2010-08,Tuesday,8,19.799999999999997
577252,20973,12 PENCIL SMALL TUBE WOODLAND,2,2011-11-18 12:22:00,0.65,18034.0,United Kingdom,2010-2011,False,2011,11,2011-11,Friday,12,1.3
508801,21242,RED SPOTTY PLATE ,8,2010-05-18 12:49:00,1.69,15422.0,United Kingdom,2009-2010,False,2010,5,2010-05,Tuesday,12,13.52
494662,84450A,PINK RABBIT SITTING EASTER,12,2010-01-17 14:10:00,0.42,13004.0,United Kingdom,2009-2010,False,2010,1,2010-01,Sunday,14,5.04
538079,22727,ALARM CLOCK BAKELIKE RED ,8,2010-12-09 14:27:00,3.75,17671.0,United Kingdom,2009-2010,False,2010,12,2010-12,Thursday,14,30.0
519927,72801G,4 BURGUNDY WINE DINNER CANDLES,48,2010-08-22 15:12:00,0.42,17095.0,United Kingdom,2009-2010,False,2010,8,2010-08,Sunday,15,20.16
512889,22198,LARGE POPCORN HOLDER ,4,2010-06-18 12:04:00,1.65,16797.0,United Kingdom,2009-2010,False,2010,6,2010-06,Friday,12,6.6
507388,84836,ZINC METAL HEART DECORATION,12,2010-05-09 12:12:00,1.25,14474.0,United Kingdom,2009-2010,False,2010,5,2010-05,Sunday,12,15.0
538346,22781,GUMBALL MAGAZINE RACK,2,2010-12-10 14:53:00,7.65,17865.0,United Kingdom,2010-2011,False,2010,12,2010-12,Friday,14,15.3
523508,21355,TOAST ITS - I LOVE YOU ,1,2010-09-22 12:13:00,2.51,,United Kingdom,2009-2010,False,2010,9,2010-09,Wednesday,12,2.51
537666,21803,CHRISTMAS TREE STAR DECORATION,10,2010-12-07 18:36:00,0.43,,United Kingdom,2010-2011,False,2010,12,2010-12,Tuesday,18,4.3
557141,22465,HANGING METAL STAR LANTERN,12,2011-06-17 09:54:00,1.65,16779.0,United Kingdom,2010-2011,False,2011,6,2011-06,Friday,9,19.799999999999997
513619,22323,PINK POLKADOT KIDS BAG,12,2010-06-27 12:46:00,1.95,16453.0,United Kingdom,2009-2010,False,2010,6,2010-06,Sunday,12,23.4
552640,22893,MINI CAKE STAND T-LIGHT HOLDER,5,2011-05-10 13:19:00,0.42,17841.0,United Kingdom,2010-2011,False,2011,5,2011-05,Tuesday,13,2.1
545999,22178,VICTORIAN GLASS HANGING T-LIGHT,36,2011-03-08 14:44:00,1.25,13089.0,United Kingdom,2010-2011,False,2011,3,2011-03,Tuesday,14,45.0
512818,22084,PAPER CHAIN KIT EMPIRE,6,2010-06-18 11:31:00,2.95,13293.0,United Kingdom,2009-2010,False,2010,6,2010-06,Friday,11,17.700000000000003
541282,22655,VINTAGE RED KITCHEN CABINET,2,2011-01-17 12:31:00,125.0,17690.0,United Kingdom,2010-2011,False,2011,1,2011-01,Monday,12,250.0
492585,21070,VINTAGE BILLBOARD MUG ,6,2009-12-17 15:26:00,1.25,14085.0,United Kingdom,2009-2010,False,2009,12,2009-12,Thursday,15,7.5
520746,21217,RED SPOTTY ROUND CAKE TINS,1,2010-08-31 10:52:00,9.95,14911.0,EIRE,2009-2010,False,2010,8,2010-08,Tuesday,10,9.95
491506,16238,PARTY TIME PENCIL ERASERS,3,2009-12-11 12:21:00,0.21,16470.0,United Kingdom,2009-2010,False,2009,12,2009-12,Friday,12,0.63
538636,22625,RED KITCHEN SCALES,2,2010-12-13 13:50:00,8.5,14639.0,United Kingdom,2010-2011,False,2010,12,2010-12,Monday,13,17.0
536401,22502,PICNIC BASKET WICKER SMALL,2,2010-12-01 11:21:00,5.95,15862.0,United Kingdom,2010-2011,False,2010,12,2010-12,Wednesday,11,11.9
519666,21499,BLUE SPOTS  WRAP,25,2010-08-19 12:16:00,0.42,12976.0,United Kingdom,2009-2010,False,2010,8,2010-08,Thursday,12,10.5
523022,21219,SET/4 BADGES BALLOON GIRL,10,2010-09-20 11:42:00,1.25,12437.0,France,2009-2010,False,2010,9,2010-09,Monday,11,12.5
534859,16012,FOOD/DRINK SPONGE STICKERS,24,2010-11-24 13:56:00,0.21,,United Kingdom,2009-2010,False,2010,11,2010-11,Wednesday,13,5.04
538177,22464,HANGING METAL HEART LANTERN,2,2010-12-10 09:51:00,3.36,,United Kingdom,2010-2011,False,2010,12,2010-12,Friday,9,6.72
568676,23175,REGENCY MILK JUG PINK ,24,2011-09-28 13:43:00,2.75,18242.0,United Kingdom,2010-2011,False,2011,9,2011-09,Wednesday,13,66.0
508500,20695,FLORAL BLUE MONSTER,1,2010-05-16 15:33:00,4.25,15272.0,United Kingdom,2009-2010,False,2010,5,2010-05,Sunday,15,4.25
561025,22602,RETROSPOT WOODEN HEART DECORATION,4,2011-07-24 10:37:00,0.85,16241.0,United Kingdom,2010-2011,False,2011,7,2011-07,Sunday,10,3.4
515420,22706,WRAP COWBOYS  ,75,2010-07-12 13:15:00,0.42,17365.0,United Kingdom,2009-2010,False,2010,7,2010-07,Monday,13,31.5
511327,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2010-06-08 09:11:00,1.69,15615.0,United Kingdom,2009-2010,False,2010,6,2010-06,Tuesday,9,54.08
497572,46000S,POLYESTER FILLER PAD 40x40cm,20,2010-02-10 14:28:00,1.45,12747.0,United Kingdom,2009-2010,False,2010,2,2010-02,Wednesday,14,29.0
529936,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,2010-10-31 14:42:00,2.95,17085.0,United Kingdom,2009-2010,False,2010,10,2010-10,Sunday,14,2.95
521026,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,2010-09-01 15:32:00,1.45,15290.0,United Kingdom,2009-2010,False,2010,9,2010-09,Wednesday,15,17.4
562420,23200,JUMBO BAG PEARS,1,2011-08-04 16:38:00,4.13,,United Kingdom,2010-2011,False,2011,8,2011-08,Thursday,16,4.13
542224,47566,PARTY BUNTING,3,2011-01-26 12:45:00,4.65,17888.0,United Kingdom,2010-2011,False,2011,1,2011-01,Wednesday,12,13.950000000000001
528735,22300,COFFEE MUG DOG + BALL DESIGN,3,2010-10-24 13:57:00,2.55,13240.0,United Kingdom,2009-2010,False,2010,10,2010-10,Sunday,13,7.6499999999999995
566186,16045,POPART WOODEN PENCILS ASST,100,2011-09-09 13:02:00,0.04,16603.0,United Kingdom,2010-2011,False,2011,9,2011-09,Friday,13,4.0
509973,22475,SKULL DESIGN TV DINNER TRAY,4,2010-05-26 13:35:00,4.95,14938.0,Channel Islands,2009-2010,False,2010,5,2010-05,Wednesday,13,19.8
530796,21731,RED TOADSTOOL LED NIGHT LIGHT,1,2010-11-04 12:27:00,1.65,16391.0,United Kingdom,2009-2010,False,2010,11,2010-11,Thursday,12,1.65
566863,23393,HOME SWEET HOME CUSHION COVER ,4,2011-09-15 12:47:00,3.75,13018.0,United Kingdom,2010-2011,False,2011,9,2011-09,Thursday,12,15.0
562263,23323,WHITE WICKER STAR ,5,2011-08-03 15:45:00,2.1,17514.0,United Kingdom,2010-2011,False,2011,8,2011-08,Wednesday,15,10.5
522597,POST,POSTAGE,1,2010-09-15 13:24:00,15.0,12402.0,Belgium,2009-2010,False,2010,9,2010-09,Wednesday,13,15.0
568193,22188,BLACK HEART CARD HOLDER,3,2011-09-25 14:37:00,3.95,17107.0,United Kingdom,2010-2011,False,2011,9,2011-09,Sunday,14,11.850000000000001
525837,SP1002,KID'S CHALKBOARD/EASEL,4,2010-10-07 12:23:00,2.95,17841.0,United Kingdom,2009-2010,False,2010,10,2010-10,Thursday,12,11.8
519887,22150,3 STRIPEY MICE FELTCRAFT,6,2010-08-22 12:03:00,1.95,18260.0,United Kingdom,2009-2010,False,2010,8,2010-08,Sunday,12,11.7
505016,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,1,2010-04-19 13:52:00,2.51,,United Kingdom,2009-2010,False,2010,4,2010-04,Monday,13,2.51
532558,21259,VICTORIAN SEWING BOX SMALL ,2,2010-11-12 12:51:00,5.95,13693.0,United Kingdom,2009-2010,False,2010,11,2010-11,Friday,12,11.9
568686,21212,PACK OF 72 RETROSPOT CAKE CASES,6,2011-09-28 14:26:00,0.55,16115.0,United Kingdom,2010-2011,False,2011,9,2011-09,Wednesday,14,3.3000000000000003
501291,85049E,SCANDINAVIAN REDS RIBBONS,2,2010-03-15 15:33:00,1.25,14343.0,United Kingdom,2009-2010,False,2010,3,2010-03,Monday,15,2.5
514480,21390,FILIGRIS HEART WITH BUTTERFLY,24,2010-07-02 14:15:00,1.25,16409.0,United Kingdom,2009-2010,False,2010,7,2010-07,Friday,14,30.0
522822,35004C,SET OF 3 COLOURED  FLYING DUCKS,24,2010-09-17 09:11:00,4.65,18229.0,United Kingdom,2009-2010,False,2010,9,2010-09,Friday,9,111.60000000000001
557616,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-06-21 13:25:00,2.95,12930.0,United Kingdom,2010-2011,False,2011,6,2011-06,Tuesday,13,17.700000000000003
522068,20728,LUNCH BAG CARS BLUE,1,2010-09-10 17:19:00,1.65,16549.0,United Kingdom,2009-2010,False,2010,9,2010-09,Friday,17,1.65
566747,23033,DRAWER KNOB CERAMIC RED,6,2011-09-14 15:33:00,1.45,16928.0,United Kingdom,2010-2011,False,2011,9,2011-09,Wednesday,15,8.7
559132,22076,6 RIBBONS EMPIRE  ,1,2011-07-06 13:06:00,1.65,15053.0,United Kingdom,2010-2011,False,2011,7,2011-07,Wednesday,13,1.65
581217,23398,HANGING HEART BONHEUR,1,2011-12-08 09:20:00,2.08,,United Kingdom,2010-2011,False,2011,12,2011-12,Thursday,9,2.08
527888,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,12,2010-10-19 12:10:00,2.1,14891.0,United Kingdom,2009-2010,False,2010,10,2010-10,Tuesday,12,25.200000000000003
517542,84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,1,2010-07-29 16:35:00,3.75,15021.0,United Kingdom,2009-2010,False,2010,7,2010-07,Thursday,16,3.75
533691,22737,RIBBON REEL CHRISTMAS PRESENT ,1,2010-11-18 13:18:00,1.65,17355.0,United Kingdom,2009-2010,False,2010,11,2010-11,Thursday,13,1.65
534501,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2010-11-23 11:26:00,2.95,18055.0,United Kingdom,2009-2010,False,2010,11,2010-11,Tuesday,11,17.700000000000003
565213,21888,BINGO SET,144,2011-09-01 17:19:00,3.75,14911.0,EIRE,2010-2011,False,2011,9,2011-09,Thursday,17,540.0
500455,20724,RED SPOTTY CHARLOTTE BAG,20,2010-03-08 12:18:00,0.85,12514.0,Italy,2009-2010,False,2010,3,2010-03,Monday,12,17.0
505888,21329,DINOSAURS  WRITING SET ,1,2010-04-26 14:14:00,3.36,,United Kingdom,2009-2010,False,2010,4,2010-04,Monday,14,3.36
580115,47593B,SCOTTIE DOGS BABY BIB,6,2011-12-01 16:22:00,0.83,,United Kingdom,2010-2011,False,2011,12,2011-12,Thursday,16,4.9799999999999995
559923,84569A,PACK 3 IRON ON DOG PATCHES,1,2011-07-13 16:07:00,0.83,,United Kingdom,2010-2011,False,2011,7,2011-07,Wednesday,16,0.83
556734,23173,REGENCY TEAPOT ROSES ,2,2011-06-14 12:00:00,9.95,13476.0,United Kingdom,2010-2011,False,2011,6,2011-06,Tuesday,12,19.9
543481,22109,FULL ENGLISH BREAKFAST PLATE,1,2011-02-08 16:25:00,3.75,14606.0,United Kingdom,2010-2011,False,2011,2,2011-02,Tuesday,16,3.75
565427,72800D,4 BLUE DINNER CANDLES SILVER FLOCK,4,2011-09-04 12:49:00,2.55,17774.0,United Kingdom,2010-2011,False,2011,9,2011-09,Sunday,12,10.2
537765,20735,BLACK MINI TAPE MEASURE ,4,2010-12-08 12:08:00,0.85,14606.0,United Kingdom,2010-2011,False,2010,12,2010-12,Wednesday,12,3.4
504555,21832,CHOCOLATE CALCULATOR,1,2010-04-14 13:39:00,1.65,13561.0,United Kingdom,2009-2010,False,2010,4,2010-04,Wednesday,13,1.65
508755,22444,GROW YOUR OWN PLANT IN A CAN ,24,2010-05-18 11:53:00,1.25,12835.0,United Kingdom,2009-2010,False,2010,5,2010-05,Tuesday,11,30.0
541271,47590A,BLUE HAPPY BIRTHDAY BUNTING,6,2011-01-17 11:12:00,5.45,12388.0,Australia,2010-2011,False,2011,1,2011-01,Monday,11,32.7
550710,21896,POTTING SHED TWINE,144,2011-04-20 11:05:00,2.35,17450.0,United Kingdom,2010-2011,False,2011,4,2011-04,Wednesday,11,338.40000000000003
490741,84849B,FAIRY SOAP SOAP HOLDER,1,2009-12-07 17:56:00,3.43,,United Kingdom,2009-2010,False,2009,12,2009-12,Monday,17,3.43
492688,21579,LOLITA  DESIGN  COTTON TOTE BAG,1,2009-12-17 18:43:00,2.25,,United Kingdom,2009-2010,False,2009,12,2009-12,Thursday,18,2.25
553054,21213,PACK OF 72 SKULL CAKE CASES,1,2011-05-13 10:22:00,0.55,17886.0,United Kingdom,2010-2011,False,2011,5,2011-05,Friday,10,0.55
504916,21314,SMALL GLASS HEART TRINKET POT,2,2010-04-19 10:28:00,4.21,,United Kingdom,2009-2010,False,2010,4,2010-04,Monday,10,8.42
556056,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,3,2011-06-08 13:35:00,0.55,17841.0,United Kingdom,2010-2011,False,2011,6,2011-06,Wednesday,13,1.6500000000000001
566495,22995,TRAVEL CARD WALLET SUKI,6,2011-09-13 11:14:00,0.42,15529.0,United Kingdom,2010-2011,False,2011,9,2011-09,Tuesday,11,2.52
496325,20961,STRAWBERRY BATH SPONGE ,10,2010-01-31 13:05:00,1.25,12490.0,France,2009-2010,False,2010,1,2010-01,Sunday,13,12.5
526153,22453,MEASURING TAPE BABUSHKA BLUE,6,2010-10-08 15:30:00,2.95,14911.0,EIRE,2009-2010,False,2010,10,2010-10,Friday,15,17.700000000000003
526495,22168,ORGANISER WOOD ANTIQUE WHITE ,2,2010-10-12 09:47:00,8.5,13921.0,United Kingdom,2009-2010,False,2010,10,2010-10,Tuesday,9,17.0
552262,21448,12 DAISY PEGS IN WOOD BOX,12,2011-05-08 11:37:00,1.65,14911.0,EIRE,2010-2011,False,2011,5,2011-05,Sunday,11,19.799999999999997
493442,22109,FULL ENGLISH BREAKFAST PLATE,2,2010-01-04 13:36:00,3.75,13821.0,United Kingdom,2009-2010,False,2010,1,2010-01,Monday,13,7.5
550183,22949,36 DOILIES DOLLY GIRL,12,2011-04-14 17:58:00,1.45,14105.0,United Kingdom,2010-2011,False,2011,4,2011-04,Thursday,17,17.4
536976,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2010-12-03 14:18:00,1.95,14723.0,United Kingdom,2009-2010,False,2010,12,2010-12,Friday,14,3.9
495395,35961,FOLKART ZINC HEART CHRISTMAS DEC,6,2010-01-24 15:54:00,0.85,14986.0,United Kingdom,2009-2010,False,2010,1,2010-01,Sunday,15,5.1
496520,21122,SET/10 PINK SPOTTY PARTY CANDLES,1,2010-02-02 12:17:00,1.25,15311.0,United Kingdom,2009-2010,False,2010,2,2010-02,Tuesday,12,1.25
533737,22227,HANGING HEART MIRROR DECORATION ,2,2010-11-18 13:55:00,1.28,,United Kingdom,2009-2010,False,2010,11,2010-11,Thursday,13,2.56
567742,20725,LUNCH BAG RED RETROSPOT,10,2011-09-22 10:47:00,1.65,14261.0,United Kingdom,2010-2011,False,2011,9,2011-09,Thursday,10,16.5
531750,82482,WOODEN PICTURE FRAME WHITE FINISH,3,2010-11-09 13:06:00,2.55,15325.0,United Kingdom,2009-2010,False,2010,11,2010-11,Tuesday,13,7.6499999999999995
511621,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-06-09 12:29:00,1.69,12758.0,Portugal,2009-2010,False,2010,6,2010-06,Wednesday,12,13.52
576618,23559,WOODLAND BUNNIES LOLLY MAKERS,2,2011-11-15 17:00:00,4.13,,United Kingdom,2010-2011,False,2011,11,2011-11,Tuesday,17,8.26
548893,22602,RETROSPOT WOODEN HEART DECORATION,1,2011-04-04 15:54:00,1.63,,United Kingdom,2010-2011,False,2011,4,2011-04,Monday,15,1.63
515609,21232,STRAWBERRY CERAMIC TRINKET BOX,1,2010-07-13 15:44:00,2.51,,United Kingdom,2009-2010,False,2010,7,2010-07,Tuesday,15,2.51
561900,81950B,FLOWER BLUE CLOCK WITH SUCKER,5,2011-07-31 15:31:00,0.29,16655.0,United Kingdom,2010-2011,False,2011,7,2011-07,Sunday,15,1.45
532150,21213,PACK OF 72 SKULL CAKE CASES,1,2010-11-11 12:06:00,0.55,16395.0,United Kingdom,2009-2010,False,2010,11,2010-11,Thursday,12,0.55
538826,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,9,2010-12-14 12:58:00,2.55,12370.0,Cyprus,2010-2011,False,2010,12,2010-12,Tuesday,12,22.95
540635,22685,FRENCH BLUE METAL DOOR SIGN 0,10,2011-01-10 12:03:00,1.25,14229.0,United Kingdom,2010-2011,False,2011,1,2011-01,Monday,12,12.5
577337,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,6,2011-11-18 14:51:00,2.55,15494.0,United Kingdom,2010-2011,False,2011,11,2011-11,Friday,14,15.299999999999999
569719,22467,GUMBALL COAT RACK,36,2011-10-06 09:10:00,2.1,14646.0,Netherlands,2010-2011,False,2011,10,2011-10,Thursday,9,75.60000000000001
568663,23427,STOOL HOME SWEET HOME ,2,2011-09-28 12:46:00,12.5,14440.0,United Kingdom,2010-2011,False,2011,9,2011-09,Wednesday,12,25.0
499980,22241,GARLAND WOODEN HAPPY EASTER,1,2010-03-03 15:28:00,2.51,,United Kingdom,2009-2010,False,2010,3,2010-03,Wednesday,15,2.51
541221,22077,6 RIBBONS RUSTIC CHARM,2,2011-01-14 14:28:00,4.13,,United Kingdom,2010-2011,False,2011,1,2011-01,Friday,14,8.26
517326,21034,REX CASH+CARRY JUMBO SHOPPER,2,2010-07-28 12:44:00,0.95,17682.0,United Kingdom,2009-2010,False,2010,7,2010-07,Wednesday,12,1.9
